Empresa,Relato,Avaliacao
Nubank,fiz acordo com a nubank e quitei a dívida mas meu nome ainda consta como inadimplente quero que tire meu nome da inadimplência já,5
Mercado Pago,dia 01112024 minha conta do mercado pago foi suspensa por 60 dias com dinheiro que uso pro meu sustento pois meu salário cai nela. estou desesperada não tem motivo de suspender. entrei em contato por telefone ninguém me fala o pq da suspensão e nem me dão um prazo pra resolução. eu não posso esperar 60 dias pra reaver meu dinheiro socorro alguém me ajudar pelo amor de deus.,2
Nubank,estou com o nome limpo e não consigo fazer cartão de crédito e não consigo crédito em lugar algum descobri q o nubank colocou meu nome no registrado e com isso eu continuo com meu nome sujo sem aprovação em nada solicito a retirada imediatamente,1
Nubank,minha dúvida era 2.500 e hoje já está em quase 4 mil levando meu nome ao spc .percebo que há juros acima da média do banco central na evolução da dívida.,1
Nubank,fiz um parcelamento de empréstimo e após o pagamento da primeira parcela meu nome continua constando no banco central.,1
Nubank,gostaria de renegociar a minha dívida com o banco porém já estou muito atolada nos juros já paguei mais de 1500 em juros e se eu for reparcelar terá mais 1500.. está inviável pra mim gostaria de fazer um acordo.,1
Nubank,tendo em vista o mutirão de renegociação amplamente divulgada pelo procon httpswww.procon.pr.gov.brnoticiaproconprrealizamutiraoonlinederenegociacaodedividasemparceriacomfebraban que prevê a possibilidade de negociação via site consumidor.gov o consumidor em supra deseja negociar sua divida com o banco.,1
Banco Santander,solicitação de retirada de meu nome na lista de prejuízos do banco no registrato do banco central listagem de fevereiro 2021.,5
Banco Itaú Unibanco,boa tarde sou cliente do itaú personnalité há quase dez anos mas nos últimos dois anos tenho tido dificuldades em resolver as questões com meu gerente danilo sinibardi. ele é uma boa pessoa e parece entender bem do trabalho educado e tal mas toda a vez que preciso de algo a mais ele não consegue resolver e nem sair do script de trabalho. isso é muito desapontador pois meus gerentes anteriores conseguiam resolver as coisas fora do tradicional. o meu último problema foi com o cartão the one personnalité. eu solicitei o cartão em abril e em outubro agora tive a cobrança da primeira parcela da anuidade de 333.33. liguei para ele para saber o que poderia ser feito e ele disse que nada só cancelar o cartão. dois dias depois o cartão foi de fato cancelado. eu não queria cancelar o cartão mas alguma solução para a cobrança. mesmo que talvez não fosse possível isentar a cobrança os gerentes sempre podem compensar em outras coisas no banco como sempre foi. ele simplesmente não apresentou nenhuma proposta nenhuma alternativa só cancelar. a impressão que me deu é que o personnalité não tem a necessidade de agradar os clientes como sempre foi no passado. os meus gerentes anteriores poderiam não conseguir a isenção mas sempre tentariam de tudo como falar com os superiores abrir chamado nos canais competentes arranjar outras soluções. ele simplesmente não fez nada. para simplesmente cancelar eu mesmo poderia ter feito pelo app. há dois anos atrás eu queria mudar o cartão latam black para a versão visa e ele tb disse que se não aparecesse no app não dava para fazer nada. sendo que diversos clientes conseguiram a mudança facilmente. o resultado é que eu fico muito insatisfeito com esse atendimento e descaso. já solicitei a mudança de volta para a agência física já que o digital a gente fica muito distante e parece que não fazem a mínima questão de agradar.,5
Nubank,gostaria de solicitar minha evolução da dívida do cartão de crédito,1
Nubank,juros abusivos na dívida de cartão de crédito ficando impossível de renegociar a dívida. submentendo com ameaças de sujar o nome com açao extrajudicial.,1
Nubank,preciso do descritivo de evolução da minha dívida.,1
Nubank,renegociação de dividas com juros altissimos do que o padrão multa alta para que eu não consiga pagar.,1
Caixa Econômica Federal,não mim procuraram pra quitar a mesma.,3
Nubank,olá tenho uma dívida com o banco nubank há um anono dia 09102023 por consequência de um golpe de estelionato que sofri através do pix crédito foram feitas transferências á várias pessoas no valor total de quase r8.000  oito mil reais. infelizmente o banco nubank após quase 7 dias do meu contato de contestação via med foi feito a devolução somente do valor de r299.64. fiz o b.o  entrei com uma ação na justiça através do juizado especial da minha cidade mas infelizmente o banco alegou que fiz as transferências por livre espontânea vontade perdi a causa e estou com esse prejuízo no momento não tenho condições de pagar juros altos e abusivos e o nome negativado estão gostaria de renegociar essa dívida em um valor mais facilitado agradeço a compreensão,3
Banco Inter (Banco Intermedium),o valor da divida é de r3.96832,4
Banco do Brasil,gostaria de renegociar meu fies. tive dificuldade para o pagamento pois fiquei desempregada e agora gostaria de tentar pagar.,4
Nubank,minha dívida era r55510 reais e hoje está r25.00597 mil percebo que há juros acima da média do banco central na evolução da dívida.,1
Banco Santander,parei de trabalhar na prefeitura no início de 2023 e tive que parar de pagar meu empréstimo consignado. não me recordo a data exata que fiz o empréstimo e nem o valor que era debitado em folha na época. sei que o valor do empréstimo original para o valor que está atualmente  subiu de forma exorbitante de maneira que eu gostaria de verificar quais as possibilidades de parcelamento para eu ver se consigo pagar. querer eu qro mas vai depender do banco um acordo amigável com parcelas que caibam no meu orçamento.,2
Nubank,houve um atraso no pagamento da fatura do cartão que acabou gerando uma divida muito alta. preciso ter o demonstrativo da evolução da divida.,5
Banco do Brasil,prezados tentei fazer um pagamento via pix e apareceu a seguinte mensagem pix indisponível. para enviar pix utilize um celular com sistema operacional android igual ou superior a 8.1 ou ios igual ou superior a 12.0. tenho um celular samsung j5 prime com android 8.0 e hoje foi a primeira vez que isso aconteceu sendo que esse modelo de celular não é compatível com android 8.1 ou superior. considerando que as diferenças entre android 8.0 e 8.1 são mínimas acredito ser uma prática abusiva uma vez que o banco tem dever de atender um público amplo e não o de excluir aqueles que não tem celular mais avançado. uma alternativa aceitável poderia ser oferecer uma versão mais leve e básica do app para esses aparelhos ou permitir o uso de versões mais antigas com certas limitações. sintome prejudicada pois atualmente o relizar pix no celular é uma demanda cotidiana sendo abusivo e discriminatória dar acesso a esse serviço a apenas aqueles que tem celulares mais atuais. solicito providências para permitir continuar a acessar o serviço por pix sem ter a imposição de trocar de aparelho celular.,2
Banco do Brasil,gostaria que fizessem o ressarcimento de valores referentes a dois consignados descontados em meu contracheque. esses valores são ressarcidos todo mes em minha conta corrente no primeiro dia util de cada mes devido uma liminar onde é determinado que seja feita a devolução dos valores descontados em contracheque. é uma ação de superendividamento estou extremamente necessitado desse dinheiro solicito que tal devolução seja feito de maneira mais rápida possível para minimizar os danos a minha pessoa. a ultima vez que aconteceu isso o gerente falou que esse processo de devolução tinha saído da esteira automatizada. demorou quase 15 dias pra ser solucionado porque ficaram falando que era pra aguardar que o dinheiro iria cair se eu não ficasse incomodando não iriam resolver e ver essa questão de ter saído da esteira.,3
Banco do Brasil,hoje ao pagar minhas contas por pix me vi prejudicada pelo banco do brasil com uma mensagem dizendo que só poderia efetuar transações com celular com sistema operacional android 8.1 e meu celular que uso somente para transações bancárias.é sistema operacional 8.0. como a lei mudou e se eu tivesse um celular mais novo eu teria que fazer as confirmações de praxe na máquina da agência me senti coagida já que a maior parte das minhas operações em casa são usando este artifício que me favorece na rapidez e não tenho intenção nem renda para comprar um aparelho novo como isso seria resolvido sem tanto entrave para uma senhora de 71 anos,1
Nubank,ao pagar a minha dívida com desconto banco enviou meu nome pro scr como prejuízo me prejudicando a conseguir crédito se o banco quis fazer um acordo comigo não posso ser prejudicado segundo o entendimento com o stj solícito a retirada do meu nome da área de prejuízo do banco.,1
